round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_call,util_raise_coeff,limitBet,action,amount,cputime
11,0,4,4,deal,False,♥6 ♥4,,20000,0.2389279761904929,0.4264286556787761,2790,2,2790,0,0,0,870,870,870,1,-217.7266249999543,-0.5221440476190142,253.63636363636363,fold,0,0.09726309776306152
12,0,4,4,deal,False,♠7 ♠Q,,20000,0.2961672619047921,0.4565656742250893,2790,2,2790,0,0,0,80,80,80,1,2.92683333334179,-0.4076654761904158,279.0,call,0,0.09277987480163574
12,1,4,3,deal,False,♠7 ♠Q,,20000,0.2961672619047921,0.4565656742250893,2710,2,2710,0,80,80,870,950,950,1,-25.923303571342558,-0.4076654761904158,271.0,fold,0,0.0795602798461914
13,0,4,3,deal,False,♠3 ♠2,,20000,0.19363511904762454,0.39514625105021156,2550,2,2550,0,160,160,790,950,950,1,-251.6943690476038,-0.6127297619047509,283.3333333333333,fold,0,0.08634114265441895
14,0,4,3,deal,False,♠2 ♠A,,20000,0.3142250000000383,0.4642064727844865,2470,2,2470,0,80,80,790,870,870,1,55.265250000102924,-0.37154999999992344,308.75,fold,0,0.08981084823608398
15,0,4,4,deal,False,♣3 ♥4,,20000,0.17706785714286552,0.3817261205494055,2470,2,2470,0,0,0,870,870,870,1,-365.35660714283324,-0.6458642857142689,352.85714285714283,fold,0,0.12281966209411621
16,0,4,4,deal,False,♣J ♥4,,20000,0.2169017857142948,0.4121351732966321,2470,2,2470,0,0,0,160,160,160,1,-38.53499999999491,-0.5661964285714104,411.6666666666667,fold,0,0.09234976768493652
17,0,3,2,deal,False,♦2 ♣10,,20000,0.2681555555555358,0.44299904467192447,2150,2,2150,0,320,320,710,1030,1030,1,32.79088888883405,-0.46368888888892845,430.0,fold,0,0.0953528881072998
18,0,3,3,deal,False,♠J ♠8,,20000,0.392911111111056,0.48839734835124915,1990,2,1990,0,160,160,710,870,870,1,378.36377777762505,-0.21417777777788805,497.5,fold,0,0.09799599647521973
19,0,3,3,deal,False,♦Q ♥3,,20000,0.3184291666666283,0.46586696865374017,1990,2,1990,0,0,0,320,320,320,1,36.6406666666237,-0.3631416666667434,497.5,call,0,0.09128713607788086
19,1,3,2,deal,False,♦Q ♥3,,20000,0.3184291666666283,0.46586696865374017,1670,2,1670,0,320,320,870,1190,1190,1,215.84345833320253,-0.3631416666667434,556.6666666666666,fold,0,0.07280707359313965
20,0,3,2,deal,False,♣2 ♠5,,20000,0.2311555555555528,0.421571660208981,1030,2,1030,0,640,640,550,1190,1190,1,127.28577777776968,-0.5376888888888944,515.0,fold,0,0.08880996704101562
21,0,3,3,deal,False,♣9 ♥5,,20000,0.28376111111108565,0.4508222964007967,710,2,710,0,320,320,550,870,870,1,119.6762222221621,-0.4324777777778287,355.0,fold,0,0.0987250804901123
22,0,3,3,deal,False,♣8 ♠K,,20000,0.38721527777772025,0.48711354572957954,710,2,710,0,0,0,640,640,640,1,184.76854166654414,-0.2255694444445595,710.0,call,0,0.11301589012145996
22,1,3,3,deal,False,♣8 ♠K,,20000,0.38721527777772025,0.48711354572957954,70,2,70,0,640,640,70,710,1510,1,898.0381944443006,-0.2255694444445595,70.0,call,0,0.07744622230529785
24,0,3,3,deal,False,♣5 ♠2,,20000,0.2311555555555528,0.421571660208981,1360,2,1360,0,640,640,640,1280,1280,1,245.32577777776726,-0.5376888888888944,680.0,call,0,0.10373711585998535
24,1,3,3,flop,True,♣5 ♠2,♦7 ♥J ♥7,145,0.006896551724137931,0.08275862068965517,720,2,720,1280,0,1280,720,2000,0,3,-688.0689655172414,-0.9862068965517241,720.0,fold,0,1.238671064376831
25,0,3,3,deal,False,♦4 ♣3,,20000,0.24201805555555025,0.42830516730558,720,2,720,0,0,0,720,720,1280,1,93.1806666666489,-0.5159638888888995,720.0,call,0,0.1014561653137207
