round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_call,util_raise_coeff,limitBet,action,amount,cputime
13,1,3,2,flop,True,♣9 ♥10,♣2 ♥5 ♦4,185,0.23513513513513515,0.41685191888611445,3367,2,3367,160,0,160,160,320,0,3,-9.513513513513516,-0.5297297297297296,374.1111111111111,fold,0,1.2074499130249023
14,0,3,2,deal,False,♠2 ♣K,,20000,0.3296805555555121,0.4700971036329845,3287,2,3287,0,80,80,80,160,160,1,51.87222222220484,-0.34063888888897575,410.875,call,0,0.09043622016906738
15,0,3,3,deal,False,♣10 ♣4,,20000,0.3226749999999614,0.46749956617625466,3527,2,3527,0,0,0,160,160,160,1,20.69799999997838,-0.3546500000000772,503.85714285714283,call,0,0.09300684928894043
16,0,3,2,deal,False,♦J ♠8,,20000,0.3594624999999492,0.479842902514704,3447,2,3447,0,320,320,0,320,320,2,230.0559999999675,-0.28107500000010155,574.5,check,0,0.08835911750793457
17,0,3,3,deal,False,♠2 ♦6,,20000,0.22690694444444354,0.4188319269197726,3927,2,3927,0,160,160,480,640,640,1,-8.033555555557427,-0.5461861111111129,654.5,fold,0,0.09104108810424805
18,0,3,3,deal,False,♣Q ♠7,,20000,0.349508333333285,0.4768147001339979,3927,2,3927,0,0,0,320,320,320,1,71.44933333327924,-0.30098333333342997,785.4,call,0,0.09292817115783691
19,0,3,2,deal,False,♥Q ♥A,,20000,0.5069458333332583,0.4999517530715405,3767,2,3767,0,640,640,0,640,640,2,648.8906666665706,0.013891666666516533,941.75,bet,941,0.08935308456420898
21,0,3,3,deal,False,♠J ♣3,,20000,0.2919583333333049,0.4546632434346807,6058,2,6058,0,0,0,640,640,640,1,13.986666666603014,-0.4160833333333902,1514.5,call,0,0.09529685974121094
23,0,3,2,deal,False,♣8 ♠8,,20000,0.5036652777777108,0.499986565558328,7018,2,7018,0,640,640,40,680,680,1,665.1313888887951,0.007330555555421503,1754.5,bet,1754,0.09646224975585938
24,0,3,3,deal,False,♦A ♠4,,20000,0.3935361111110554,0.4885339705308552,8338,2,8338,0,0,0,1280,1280,1280,1,483.0417777775283,-0.21292777777788918,2084.5,call,0,0.12910103797912598
