round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,util_fold,util_call,util_raise_coeff,limitBet,action,amount,cputime
11,0,5,5,deal,False,♦7 ♦5,,20000,0.20579126984127846,0.40427864536528835,0.003651947158634289,2910,2,2910,0,0,0,870,870,870,1,0,-859.774547955824,-0.9926961056827315,223.81509277707136,fold,0,0.09489297866821289
12,0,5,5,deal,False,♥J ♦A,,20000,0.3052599206349299,0.46051742799690676,0.07500120663647653,2910,2,2910,0,0,0,870,870,870,1,0,-665.2467058824191,-0.849997586727047,353.7942642420245,fold,0,0.09821391105651855
13,0,5,5,deal,False,♦5 ♠3,,20000,0.15027817460318424,0.35734387477767005,0,2910,2,2910,0,0,0,80,80,80,1,0,-80,-1,223.84615384615384,fold,0,0.09949517250061035
14,0,5,3,deal,False,♥6 ♠K,,20000,0.21446388888889992,0.41044991077054643,0.0092389335036267,2830,2,2830,0,80,80,830,910,910,1,-80,-804.7777115350991,-0.9815221329927466,235.83333333333334,fold,0,0.09529995918273926
15,0,4,3,deal,False,♠6 ♥7,,20000,0.2282547619047756,0.4197076668022277,0.018400928503661734,2790,2,2790,0,40,40,830,870,870,1,-40,-781.2375394652964,-0.9631981429926766,310.0,fold,0,0.09921693801879883
16,0,4,4,deal,False,♥8 ♠6,,20000,0.2344696428571588,0.42366688498818883,0.02263620036306438,2790,2,2790,0,0,0,870,870,870,1,0,-805.4868289652666,-0.9547275992738713,310.0,fold,0,0.10269498825073242
17,0,4,4,deal,False,♥5 ♦5,,20000,0.29675892857147984,0.45682936298424076,0.06834424707935946,2790,2,2790,0,0,0,160,160,160,1,0,-121.72722163555869,-0.863311505841281,348.75,fold,0,0.1036679744720459
18,0,4,2,deal,False,♠A ♦A,,20000,0.640746428571366,0.47978166163829705,0.40085559775221746,2630,2,2630,0,160,160,790,950,950,1,-160,288.3015579534649,-0.19828880449556507,898.7457060960033,call,0,0.0968468189239502
19,0,4,3,deal,False,♠2 ♠5,,20000,0.21288630952381868,0.40934793115532847,0.008212343946154443,3660,2,3660,0,80,80,790,870,870,1,-80,-767.9087947848445,-0.9835753121076911,457.5,fold,0,0.09681820869445801
20,0,4,4,deal,False,♦K ♦9,,20000,0.3451583333333785,0.4754198757560551,0.10744839545535093,3660,2,3660,0,0,0,870,870,870,1,0,-537.9844580429656,-0.7851032090892982,517.2372084460724,fold,0,0.10057520866394043
21,0,4,4,deal,False,♦10 ♠K,,20000,0.33992202380956976,0.4736824268840634,0.10308081036753805,3660,2,3660,0,0,0,320,320,320,1,0,-204.54949238835738,-0.793838379264924,522.8571428571429,fold,0,0.09975409507751465
22,0,4,2,deal,False,♥9 ♠8,,20000,0.2664196428571645,0.4420862096435778,0.04537653803537561,3340,2,3340,0,320,320,710,1030,1030,1,-320,-584.3069896420095,-0.9092469239292488,556.6666666666666,fold,0,0.1145029067993164
23,0,4,3,deal,False,♥7 ♣10,,20000,0.2519190476190657,0.4341150090307505,0.03486154310369044,3180,2,3180,0,160,160,710,870,870,1,-160,-613.4335256027775,-0.9302769137926191,636.0,fold,0,0.10042810440063477
24,0,4,4,deal,False,♥3 ♠8,,20000,0.17589642857143534,0.3807320251663226,0,3180,2,3180,0,0,0,870,870,870,1,0,-870,-1,795.0,fold,0,0.10069608688354492
25,0,4,4,deal,False,♣6 ♠6,,20000,0.31961607142862963,0.46632782279546514,0.08645216003089706,3180,2,3180,0,0,0,640,640,640,1,0,-446.3471615307906,-0.8270956799382059,795.0,fold,0,0.09932804107666016
26,0,4,3,deal,False,♦9 ♠10,,20000,0.2884541666666932,0.45304344206633956,0.06193244563352343,2540,2,2540,0,640,640,2040,2680,2680,2,-640,-1415.7209480140837,-0.8761351087329532,846.6666666666666,fold,0,0.10196399688720703
27,0,4,3,deal,False,♠7 ♠J,,20000,0.2893517857143129,0.4534614976139113,0.06262103690735726,2220,2,2220,0,320,320,550,870,870,1,-320,-366.52036186144323,-0.8747579261852855,1110.0,fold,0,0.1047050952911377
28,0,4,4,deal,False,♦A ♠2,,20000,0.2792833333333657,0.44864702501584675,0.05495982082544232,2220,2,2220,0,0,0,1280,1280,1280,1,0,-996.4073245407176,-0.8900803583491154,1110.0,fold,0,0.09658193588256836
29,0,4,4,deal,False,♦5 ♠7,,20000,0.21217797619048565,0.4088501958054996,0.007752878287735854,2220,2,2220,0,0,0,1280,1280,1280,1,0,-1245.2671052709434,-0.9844942434245283,1110.0,fold,0,0.09759688377380371
30,0,4,2,deal,False,♦A ♦5,,20000,0.33749821428575977,0.47285639430981913,0.1010700171308502,940,2,940,0,1280,1280,640,1920,1920,1,-1280,-187.20632325379108,-0.7978599657382996,940.0,call,0,0.09758186340332031
31,0,4,3,deal,False,♠9 ♥J,,20000,0.2915732142857416,0.4544868259881936,0.06432980129164481,3500,2,3500,0,640,640,640,1280,1280,2,-640,-351.80249021343127,-0.8713403974167104,1750.0,call,0,0.09804177284240723
31,1,4,2,flop,True,♠9 ♥J,♦10 ♦7 ♠4,98,0.1683673469387755,0.3421411985571222,0,2860,2,2860,1280,0,1280,1280,2560,0,4,0,-1280,-1,1430.0,fold,0,1.2246720790863037
32,0,4,4,deal,False,♦A ♦3,,20000,0.3205416666667069,0.4666848043350423,0.08719926449918577,2860,2,2860,0,0,0,2560,2560,2560,1,0,-1660.1035903684028,-0.8256014710016284,1430.0,fold,0,0.09586191177368164
33,0,4,4,deal,False,♦6 ♦Q,,20000,0.2887904761905058,0.45320032772733815,0.06219031232683672,2860,2,2860,0,0,0,2560,2560,2560,1,0,-2020.1880890030573,-0.8756193753463266,1430.0,fold,0,0.1281108856201172
34,0,4,2,deal,False,♦K ♦A,,20000,0.4226922619048124,0.4939873618126337,0.17569858099849556,300,2,300,0,2560,2560,300,2860,3840,1,-2560,929.890066989469,-0.6486028380030089,300.0,call,0,0.09705805778503418
