N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_conn,hand_conn_rank,hand_score0,hand_score1,hand_score2,hand_suit,hand_suit_rank,hole,logic,made_hand,maxBet,minBet,op_chips_max,op_chips_mean,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinCond,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,stake,stt_early_preflop,stt_late_preflop_allin,stt_middle_preflop,stt_preflop_pairs,tableNumber,thd_call,tightness
6,5,4,1,0,6,0,4,1,5,0,60000.0,check,0.75,0,40,200,2,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,2940,0,0.3541848659515381,False,40,8,20180810121802297,Early,1,7,0,7,4,1,7,7D 4H,michael6,,40,0,8260,4482.5,2600,any_called,limp,BB,B,0,0,0.12808267195768144,0.0,0.33418183837824345,0.22967395082466746,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,20,8300.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30400000000000005
6,1,0,0,1,5,1,0,0,5,1,346,fold,0.75,0,0,2940,2,KC 3C KS,0,0,0,2,2,13,13,3,2,13,0,9,0,0,0,0,7,4,11,0,2940,2940,0.3241109848022461,False,0,8,20180810121802297,Early,0,0,1,13,7,2,13,7D 4H,michael6,none,3670,3670,8260,3565.0,0,any_raised,limp,BB,B,40,200,0.06502890173410404,0.01721189451390312,0.24214151567948197,0.1261799608948933,-0.0630537702235774,none,0.12808267195768144,"[1, 0, 0, 0]",Flop,7,0,0,20,8260.0,,,,,54,0.48355263157894735,-0.248
6,3,2,2,0,6,0,2,2,4,0,60000.0,fold,0.75,0,20,140,2,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,0,2920,20,0.38257884979248047,False,20,8,20180810121802297,Early,1,6,0,6,2,1,6,2S 6C,michael6,,40,20,8220,4713.333333333333,2560,any_called,limp,SB,B,0,0,0.10222976190476656,0.0,0.3029502231153846,0.19493253017807427,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,8260.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30600000000000005
6,2,2,0,1,6,0,2,0,6,1,60000.0,fold,0.75,0,0,1332,2,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,0,2920,616,0.5509958267211914,False,0,8,20180810121802297,Early,1,9,0,9,5,1,9,9C 5H,michael6,,616,616,7564,3949.6,2540,any_raised,limp,D,L,0,0,0.13342936507937722,0.009275783575851192,0.3400381884640187,0.238161127126295,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,8180.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30800000000000005
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,140,2,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,2920,40,0.3620600700378418,False,0,8,20180810121802297,Early,1,10,0,10,4,1,10,4D TC,michael6,,40,40,7284,4188.0,2540,any_called,limp,3,L,0,0,0.13293783068784293,5.376344086021506e-05,0.33950753137427353,0.23818516541386775,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,7324.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.31000000000000005
6,1,0,1,0,6,0,0,1,5,0,60000.0,fold,0.75,0,0,60,2,,,,,,,,,,,,0,9,0,0,0,0,6,3,9,0,2920,40,0.328779935836792,False,0,8,20180810121802297,Early,1,6,0,6,3,1,6,3H 6C,michael6,,40,40,7164,3963.5,2460,all_folded,limp,2,E,0,0,0.11995714285715077,0.0,0.32491141367255766,0.22132950392298878,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,20,7204.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.31200000000000006
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,932,0,60,2,,,,,,,,,,,,0,1,0,0,1,1,13,13,26,0,2920,40,0.35433125495910645,False,0,8,20180810121802297,Early,1,13,1,13,0,1,13,KD KS,michael6,,40,40,7144,4204.0,2740,none,steal,1,E,0,0,0.4333294973546474,0.9837659103467378,0.49553510882380075,0.5889275215253209,0,none,,"[0, 0, 1, 932.0]",Deal,12,0,0,20,7164.0,"('raise', 160)","('fold', 0)","('raise', 160)","('raise', 160)",54,,-0.31400000000000006
6,1,0,0,1,2,0,0,0,2,1,344,bet,0.75,640,0,40,2,4S QC 6S,0,0,0,1,1,12,12,4,2,6,0,1,0,0,1,1,13,13,26,0,1988,40,0.4542529582977295,False,0,8,20180810121802297,Early,1,13,1,13,12,3,13,KD KS,michael6,good,40,40,4194,4194.0,4194,any_raised,allin,1,E,932,1884,0.8430232558139535,0.9316113852341031,0.3637788421153641,0.9332404086585638,0.40969375845930617,none,0.4333294973546474,"[0, 0, 0.5, 640]",Flop,12,0,0,20,4234.0,,,,,54,0.020366598778004074,-0.248
6,3,2,3,0,6,0,2,3,3,0,60000.0,bet,0.75,1386,80,280,3,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,4432,0,0.35385990142822266,False,80,8,20180810121802297,Early,1,14,0,14,6,1,14,AH 6D,michael6,,80,0,7064,4862.0,2660,any_called,steal,BB,B,0,0,0.19578108465607355,0.6407476647495066,0.3968007705977458,0.32117012816496127,0,none,,"[0, 0, 1, 1386.0]",Deal,13,0,0,40,7144.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.316
6,3,2,2,0,6,0,2,2,4,0,60000.0,fold,0.75,0,40,280,3,,,,,,,,,,,,0,9,0,0,0,0,9,2,11,0,4672,40,0.3389608860015869,False,40,8,20180810121802297,Early,1,9,0,9,2,1,9,9H 2D,michael6,,80,40,3474,3038.0,2580,any_called,limp,SB,B,0,0,0.1116354497354576,0.0005960803453340778,0.3149174115507425,0.2117791866085937,0,none,,"[1, 0, 0, 0]",Deal,14,0,0,40,3554.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.318
6,1,1,1,1,6,0,1,1,5,1,60000.0,bet,0.75,1555,0,339,3,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,4672,139,0.34947896003723145,False,0,8,20180810121802297,Early,1,14,0,14,11,1,14,JD AS,michael6,,139,139,6925,3843.75,2540,any_raised,steal,D,L,0,0,0.2592063492063377,0.5732871684870434,0.43819906177154216,0.3994300489732312,0,none,,"[0, 0, 1, 1555.0]",Deal,15,0,0,40,7064.0,"('fold', 0)","('allin', 4672)","('fold', 0)","('fold', 0)",54,,-0.32
6,1,1,4,2,6,0,1,4,2,3,60000.0,fold,0.75,0,1555,4772,3,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,3117,1462,0.34792494773864746,False,0,8,20180810121802297,Early,1,14,0,14,11,1,14,JD AS,michael6,,3017,1462,4047,4047.0,4047,any_reraised,limp,D,L,0,0,0.2592063492063377,0.6199833111621809,0.43819906177154216,0.3994300489732312,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,15,0,1,40,7064.0,"('fold', 0)","('allin', 3117)","('fold', 0)","('fold', 0)",54,,-0.32
6,2,1,0,1,6,0,1,0,6,1,60000.0,bet,0.75,576,0,1112,3,,,,,,,,,,,,0,6,0,0,0,1,4,4,8,0,3117,496,0.3594989776611328,False,0,8,20180810121802297,Early,1,4,1,4,0,1,4,4C 4S,michael6,,496,496,8323,3954.2,2540,any_raised,steal,3,L,0,0,0.17822394179892653,0.496815161762162,0.38270114759245155,0.3014537113236959,0,none,,"[0, 0, 1, 576.0]",Deal,16,0,0,40,8819.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.322
6,2,2,3,2,6,0,2,3,3,3,60000.0,check,0.75,0,576,2342,3,,,,,,,,,,,,0,6,0,0,0,1,4,4,8,0,2541,247,0.3513672351837158,False,0,8,20180810121802297,Early,1,4,1,4,0,1,4,4C 4S,michael6,,823,247,7996,5393.5,2791,any_reraised,stt_middle,3,L,0,0,0.17822394179892653,0.49696091067531545,0.38270114759245155,0.3014537113236959,0,bet/raise/allin,,"[0, 1, 0, 0]",Deal,16,0,1,40,8819.0,"('fold', 0)","('fold', 0)","('call', 0)","('fold', 0)",54,,-0.322
6,1,0,0,2,3,0,0,0,3,2,332,check,0.75,0,0,423,3,6H KC 7S,0,2,7,1,1,13,13,6,1,13,0,6,0,0,0,1,4,4,8,0,2294,282,0.44941210746765137,False,0,8,20180810121802297,Early,1,7,1,4,13,2,13,4C 4S,michael6,marginal,282,282,7855,5182.0,2509,any_raised,call,3,L,823,2589,0.2575301204819277,0.23183250740487582,0.4323670769767272,0.36597401759610065,0.07930617868300116,none,0.17822394179892653,"[0, 1, 0, 0]",Flop,16,0,0,40,7996.0,,,,,54,0.08561020036429873,-0.248
6,1,0,0,4,3,0,1,0,3,4,692,fold,0.75,0,282,1947,3,6H KC 7S,0,2,7,1,1,13,13,6,1,13,0,6,0,0,0,1,4,4,8,0,2012,828,0.43995213508605957,False,0,8,20180810121802297,Early,1,7,1,4,13,2,13,4C 4S,michael6,marginal,1110,828,7441,4561.0,1681,any_raised,fold,3,L,823,2589,0.29624277456647397,0.24014806684543522,0.45315777814027014,0.4094794206074781,0.11801883276754743,check/call,0.17822394179892653,"[1, 0, 0, 0]",Flop,16,1,0,40,7996.0,,,,,54,0.15436241610738255,-0.248
6,1,0,1,0,6,0,0,1,5,0,60000.0,bet,0.75,623,0,120,3,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2012,80,0.34871482849121094,False,0,8,20180810121802297,Early,1,13,0,13,11,1,13,KC JS,michael6,,80,80,5125,3353.75,2540,all_folded,steal,2,E,0,0,0.2459125661375577,0.6292882185223292,0.4306269568352625,0.3837131923248417,0,none,,"[0, 0, 1, 623.0]",Deal,17,0,0,40,5205.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.32
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,653,0,120,3,,,,,,,,,,,,0,3,0,0,1,0,13,12,25,0,2132,80,0.38262414932250977,False,0,8,20180810121802297,Early,1,13,0,13,12,1,13,QS KC,michael6,,80,80,8373,4349.6,2540,none,steal,1,E,0,0,0.2633769841269817,0.7845986893729653,0.4404651499939096,0.40344490182504494,0,none,,"[0, 0, 1, 653.0]",Deal,18,0,0,40,8453.0,"('raise', 320)","('fold', 0)","('raise', 320)","('fold', 0)",54,,-0.318
6,5,4,1,0,6,0,4,1,5,0,60000.0,check,0.75,0,160,800,4,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,2092,0,0.34984683990478516,False,160,8,20180810121802297,Middle,1,9,0,9,3,1,9,3D 9C,michael6,,160,0,8213,4005.75,2380,any_called,limp,BB,B,0,0,0.11447843915344785,0.0013099932343966897,0.3183914667864674,0.21509014265797155,0,none,,"[0, 1, 0, 0]",Deal,19,0,0,80,8373.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.316
6,1,0,0,1,5,0,0,0,5,1,321,fold,0.75,0,0,160,4,5S TS 2S,0,0,0,1,1,10,10,2,3,10,0,9,0,0,0,0,9,3,12,0,2092,160,0.45346713066101074,False,0,8,20180810121802297,Middle,1,10,0,10,9,3,10,3D 9C,michael6,none,160,160,8053,3965.75,2380,any_raised,limp,BB,B,160,800,0.013084112149532711,0.002307692307692308,0.09961056145401288,0.04058378740309608,-0.10139432700391514,none,0.11447843915344785,"[1, 0, 0, 0]",Flop,19,0,0,80,8213.0,,,,,54,0.14285714285714285,-0.242
6,1,0,4,0,6,0,0,4,2,0,60000.0,bet,0.75,506,80,240,4,,,,,,,,,,,,0,1,0,0,1,1,13,13,26,0,2012,80,0.3700380325317383,False,80,8,20180810121802297,Middle,1,13,1,13,0,1,13,KH KD,michael6,,160,80,2220,2220.0,2220,all_folded,steal,SB,B,0,0,0.4333294973546474,0.9989652304555746,0.49553510882380075,0.5889275215253209,0,none,,"[0, 0, 1, 506.0]",Deal,20,0,0,80,2380.0,"('raise', 640)","('allin', 2012)","('raise', 640)","('call', 0)",54,,-0.31400000000000006
6,0,0,0,0,2,0,0,0,2,0,106,bet,0.75,2560,0,0,4,8D 6S JH,0,0,0,1,1,11,11,6,1,8,0,1,0,0,1,1,13,13,26,0,1506,0,0.43142104148864746,True,0,8,20180810121802297,Middle,0,0,1,13,11,2,13,KH KD,michael6,good,0,160,1794,1794.0,1794,none,allin,SB,B,586,1172,0.7594339622641509,0.9349860811702917,0.4190686668385145,0.8620164924888338,0.32610446490950357,none,0.4333294973546474,"[0, 0, 0.5, 2560]",Flop,20,0,0,80,1794.0,,,,,54,0.0,-0.24
6,3,2,1,0,6,0,2,1,5,0,60000.0,bet,0.75,792,0,560,4,,,,,,,,,,,,1,6,0,0,0,0,14,4,18,1,2678,160,0.3766930103302002,False,0,8,20180810121802297,Middle,1,14,0,14,4,2,14,AH 4H,michael6,,160,160,9333,3919.25,1714,any_called,steal,D,L,0,0,0.23803730158728625,0.5862756634157753,0.42588207832724023,0.3709125100253852,0,none,,"[0, 0, 1, 792.0]",Deal,21,0,0,80,9493.0,"('fold', 0)","('allin', 2678)","('fold', 0)","('fold', 0)",54,,-0.31200000000000006
6,1,0,0,1,2,0,0,0,2,1,377,bet,0.75,2560,0,160,4,AC 5C AS,2,0,0,2,2,14,14,5,2,14,1,6,0,0,0,0,14,4,18,1,1886,160,0.46508097648620605,False,0,8,20180810121802297,Middle,1,5,3,14,5,2,14,AH 4H,michael6,strong,160,160,8541,8541.0,8541,any_raised,allin,D,L,792,1984,0.889920424403183,0.943168498168498,0.2875935904072293,0.9644117868272744,0.6518831228158968,none,0.23803730158728625,"[0, 0, 0.5, 2560]",Flop,21,0,0,80,8701.0,,,,,54,0.06944444444444445,-0.238
6,1,0,2,0,6,0,0,2,4,0,60000.0,fold,0.75,0,0,240,4,,,,,,,,,,,,0,9,0,0,0,0,11,5,16,0,5756,160,0.3632521629333496,False,0,8,20180810121802297,Middle,1,11,0,11,5,1,11,JH 5C,michael6,,160,160,2520,2034.6666666666667,1714,all_folded,limp,3,L,0,0,0.14662023809524607,0.03073639866224894,0.3537269340552673,0.25627558765237896,0,none,,"[1, 0, 0, 0]",Deal,22,0,0,80,2680.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.31000000000000005
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,400,4,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,0,5756,160,0.5020711421966553,False,0,8,20180810121802297,Middle,1,12,0,12,3,1,12,QD 3S,michael6,,160,160,6655,3568.8,1470,any_called,limp,2,E,0,0,0.14486534391535055,0.02992061354843412,0.3519650210569763,0.2532705704008993,0,none,,"[1, 0, 0, 0]",Deal,23,0,0,80,6815.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30800000000000005
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,320,0,240,4,,,,,,,,,,,,1,7,0,0,0,0,14,7,21,0,5756,160,0.3603498935699463,False,0,8,20180810121802297,Middle,1,14,0,14,7,1,14,AS 7C,michael6,,160,160,7295,3600.8,1394,none,steal,1,E,0,0,0.2005350529100423,0.40443020176698624,0.4004007310987442,0.32305767662625806,0,none,,"[0, 0, 1, 320.0]",Deal,24,0,0,80,7455.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30600000000000005
6,0,0,1,0,3,0,0,1,2,0,334,bet,0.75,160,0,0,4,TH KH QD,0,2,13,3,1,13,13,10,2,13,1,7,0,0,0,0,14,7,21,0,5436,0,0.5234901905059814,True,0,8,20180810121802297,Middle,2,14,0,14,13,2,13,AS 7C,michael6,,0,160,1074,1074.0,1074,all_folded,steal,1,E,320,1040,0.2934131736526946,0.4319952077363068,0.44591349973690253,0.3990488354353841,0.09287812074265228,none,0.2005350529100423,"[0, 0, 1, 160.0]",Flop,24,0,0,80,1074.0,,,,,54,,-0.23199999999999998
6,1,2,2,1,6,0,2,2,4,1,60000.0,fold,0.75,0,320,1600,5,,,,,,,,,,,,0,8,1,0,0,0,10,9,19,0,6156,320,0.3660252094268799,False,320,8,20180810121802297,Middle,2,10,0,10,9,1,10,9H TS,michael6,,640,320,6495,3309.6666666666665,754,any_raised,limp,BB,B,0,0,0.2047022486772379,0.1238283871502481,0.4034838758410554,0.32736134693291874,0,none,,"[1, 0, 0, 0]",Deal,25,0,0,160,7135.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.30400000000000005
5,1,0,3,0,5,0,0,3,2,0,60000.0,bet,0.75,756,160,480,5,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,5996,160,0.3654367923736572,False,160,8,20180810121802297,Late,1,7,0,7,4,1,7,4C 7D,michael6,,320,160,114,114.0,114,all_folded,steal,SB,B,0,0,0.15453677248676356,0.10433421339321627,0.3614625270150944,0.22538342778172207,0,none,,"[0, 0, 1, 756.0]",Deal,26,0,0,160,434.0,"('fold', 0)","('fold', 0)","('fold', 0)","('fold', 0)",54,,-0.196
