N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_amt,bet_sum,board,cards_aces,cards_conn,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,play,position,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_play,prev_prWin,prev_round,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,1,0,1,0,6,0,0,1,5,0,60000,bet,0.75,586,0,,30,,0,1,1,0,11,10,0,974,20,0.47083592414855957,False,0,20180726191938152,0,11,JC TD,michael3,20,ml_raise,2,0,0,0.2307108465608323,0.3500435894751926,0.35541201477835493,0,none,,,,"[0, 0, 1, 586]",Deal,6,0,0,10,357,0.4,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,bet,0.75,524,0,,60,,1,0,0,0,14,7,0,1004,40,0.4379160404205322,False,0,20180726191938152,0,14,AS 7D,michael3,40,ml_raise,1,0,0,0.2005350529100423,0.3226642216770815,0.3190536693152706,0,none,,,,"[0, 0, 1, 524]",Deal,7,0,0,20,357,0.4,-0.29600000000000004
6,5,0,1,0,6,0,0,1,5,0,60000,check,0.75,0,40,raise,200,,0,0,0,0,12,9,0,1024,0,0.3919191360473633,False,40,20180726191938152,0,12,QD 9H,michael2,0,bluff,BB,0,0,0.20453320105818956,0.33040871939198246,0.3239277908236951,0,,,,,"[0, 1, 0, 'raise']",Deal,8,0,0,20,357,-0.2,-0.29600000000000004
6,0,0,0,0,5,0,0,0,5,0,327,check,0.75,0,0,0,0,8H 4C QH,0,0,0,0,12,9,0,1024,0,0.15716886520385742,True,0,20180726191938152,1,12,QD 9H,michael2,40,value,BB,40,200,0.4923547400611621,0.49378673741747786,0.6163402436139112,0.2878215390029725,check,bluff,0.20453320105818956,Deal,"[0, 0.45000000000000007, 0.45, 0]",Flop,8,0,0,20,357,0.0,-0.248
6,2,0,2,0,5,0,0,2,3,0,651,check,0.75,0,0,22,80,8H 4C QH,0,0,0,0,12,9,0,1024,40,0.14955997467041016,False,0,20180726191938152,1,12,QD 9H,michael2,40,value,BB,40,200,0.4861751152073733,0.4895878116855538,0.6101277065395402,0.2816419141491837,check,value,0.20453320105818956,Flop,"[0, 0.5499999999999999, 0.4, 22]",Flop,8,0,0,20,357,0.125,-0.248
6,0,0,0,0,5,0,0,0,3,0,325,raise,0.75,0,0,raise,0,8H 4C QH QS,0,0,0,0,12,9,0,984,0,0.1488478183746338,True,0,20180726191938152,3,12,QD 9H,michael2,40,value,BB,80,320,0.8984615384615384,0.29430089662024356,0.9884695772346779,0.41228642325416515,check,value,0.4861751152073733,Flop,"[0, 0.0, 0.15, 'raise']",Turn,8,0,0,20,357,0.0,-0.298
6,0,0,0,0,5,0,0,0,3,0,335,bet,0.75,0,0,0,0,8H 4C QH QS 2D,0,0,0,0,12,9,0,944,0,0.15977692604064941,True,0,20180726191938152,3,12,QD 9H,michael2,40,value,BB,120,440,0.8925373134328358,0.30970059341714473,0.9993840181617508,-0.005924225028702601,raise,value,0.8984615384615384,Turn,"[0, 0.0, 0.15, 0]",River,8,0,0,20,357,0.0,-0.345
6,1,0,2,0,6,0,0,2,4,0,60000,check,0.75,0,20,104,162,,0,0,0,0,9,3,0,1444,42,0.38356518745422363,False,20,20180726191938152,0,9,3H 9S,michael2,42,value,SB,0,0,0.11447843915344784,0.26174505650870683,0.2087223133222422,0,,,,,"[0, 0.7, 0.3, 104]",Deal,9,0,0,20,357,0.10784313725490197,-0.29600000000000004
6,0,0,0,0,4,0,0,0,4,0,75,check,0.75,0,0,0,0,7H QH 8H,0,0,0,0,9,3,0,1402,0,0.12692713737487793,True,0,20180726191938152,0,12,3H 9S,michael2,40,bluff,SB,62,248,0.13,0.32496153618543844,0.21340325173516916,0.015521560846552165,check,value,0.11447843915344784,Deal,"[0, 1, 0, 0]",Flop,9,0,0,20,357,0.0,-0.248
6,1,0,1,0,4,0,0,1,3,0,403,check,0.75,0,0,raise,40,7H QH 8H,0,0,0,0,9,3,0,1402,40,0.15366029739379883,False,0,20180726191938152,0,12,3H 9S,michael2,40,value,SB,62,248,0.12344913151364764,0.31849225692069055,0.20502923698959966,0.008970692360199803,check,bluff,0.11447843915344784,Flop,"[0, 0.7, 0.3, 'raise']",Flop,9,0,0,20,357,0.12195121951219512,-0.248
6,0,0,0,0,4,0,0,0,3,0,84,check,0.75,0,0,0,0,7H QH 8H TC,0,0,0,0,9,3,0,1362,0,0.12978482246398926,True,0,20180726191938152,0,12,3H 9S,michael2,40,bluff,SB,102,368,0.14285714285714285,0.34992710611188266,0.24713542047848386,0.019408011343495207,check,value,0.12344913151364764,Flop,"[0, 1, 0, 0]",Turn,9,0,0,20,357,0.0,-0.298
6,1,0,0,0,4,0,0,0,3,0,401,check,0.75,0,0,125,40,7H QH 8H TC,0,0,0,0,9,3,0,1362,40,0.14897584915161133,False,0,20180726191938152,0,12,3H 9S,michael2,40,value,SB,102,368,0.13840399002493767,0.337101398694126,0.2413103955783747,0.014954858511290026,check,bluff,0.12344913151364764,Turn,"[0, 0.7, 0.3, 125]",Turn,9,0,0,20,357,0.08928571428571429,-0.298
6,0,0,0,0,4,0,0,0,3,0,126,check,0.75,0,0,raise,0,7H QH 8H TC 2H,0,0,0,0,9,3,0,1322,0,0.13835883140563965,True,0,20180726191938152,5,12,3H 9S,michael2,40,bluff,SB,142,488,0.16666666666666666,0.37267799624996495,0.29524057537290455,0.02826267664172899,check,value,0.13840399002493767,Turn,"[0, 1, 0, 'raise']",River,9,0,0,20,357,0.0,-0.345
6,2,0,2,0,6,0,0,2,4,0,60000,check,0.75,0,0,104,100,,1,0,1,0,14,12,1,1810,40,0.3815340995788574,False,0,20180726191938152,0,14,QS AS,michael2,40,value,D,0,0,0.3066263227513385,0.38511412044446497,0.4431098078362429,0,,,,,"[0, 0.7, 0.3, 104]",Deal,10,0,0,20,357,0.2857142857142857,-0.29600000000000004
6,1,0,1,0,4,0,0,1,3,0,328,check,0.75,0,0,34,40,4S TC 3D,1,0,1,0,14,12,1,1770,40,0.15284371376037598,False,0,20180726191938152,0,14,QS AS,michael2,40,value,D,40,160,0.22408536585365854,0.41422762981003197,0.32749604729560594,-0.08254095689767996,check,value,0.3066263227513385,Deal,"[0, 0.7, 0.3, 34]",Flop,10,0,0,20,357,0.16666666666666666,-0.248
6,1,0,0,0,4,0,0,0,2,0,312,allin,0.75,0,0,raise,40,4S TC 3D QD,1,0,1,0,14,12,1,1730,40,0.15213799476623535,False,0,20180726191938152,1,12,QS AS,michael2,40,value,D,80,240,0.5737179487179487,0.48965086717897843,0.7210896190929755,0.3496325828642901,check,value,0.22408536585365854,Flop,"[0, 0.3, 0.5, 'raise']",Turn,10,0,0,20,357,0.125,-0.298
6,1,0,2,0,6,0,0,2,4,0,60000,fold,0.75,0,0,123,60,,1,0,0,0,14,2,1,3700,40,0.3918781280517578,False,0,20180726191938152,0,14,AS 2S,michael2,40,bluff,3,0,0,0.22518280423279174,0.3559212380696028,0.3488227904375602,0,,,,,"[1, 0, 0, 123]",Deal,11,0,0,20,357,0.4,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,raise,122,,0,0,0,0,10,5,0,3700,62,0.3764610290527344,False,0,20180726191938152,0,10,5C TH,michael2,62,bluff,2,0,0,0.13615793650795002,0.28287570695098446,0.23767297072205223,0,,,,,"[1, 0, 0, 'raise']",Deal,12,0,0,20,357,0.33695652173913043,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,228,120,,0,0,0,0,6,4,1,3700,80,0.4121222496032715,False,0,20180726191938152,0,6,6H 4H,michael2,80,bluff,1,0,0,0.1733108465608429,0.3329610531031341,0.28535151795547764,0,,,,,"[1, 0, 0, 228]",Deal,13,0,0,40,357,0.4,-0.29600000000000004
6,6,0,0,0,6,0,0,0,6,0,60000,check,0.75,0,80,0,480,,0,0,0,0,13,7,0,3620,0,0.3736109733581543,False,80,20180726191938152,0,13,KH 7S,michael2,0,bluff,BB,0,0,0.1823747354497271,0.31244248467622604,0.2966760433452969,0,,,,,"[0, 1, 0, 0]",Deal,14,0,0,40,357,-0.16666666666666666,-0.29600000000000004
6,0,0,0,0,6,0,0,0,6,0,320,check,0.75,0,0,0,0,TS 8H AS,0,0,0,0,13,7,0,3620,0,0.154066801071167,True,0,20180726191938152,0,14,KH 7S,michael2,80,bluff,BB,80,480,0.1171875,0.31797930725717044,0.19695510679467573,-0.0651872354497271,check,bluff,0.1823747354497271,Deal,"[0, 1, 0, 0]",Flop,14,0,0,40,357,0.0,-0.248
6,0,0,0,0,6,0,0,0,4,0,326,check,0.75,0,0,0,0,TS 8H AS QS,0,0,0,0,13,7,0,3620,0,0.15196585655212402,True,0,20180726191938152,0,14,KH 7S,michael2,80,bluff,BB,80,480,0.12576687116564417,0.3174068545181694,0.2245796294278143,0.008579371165644167,check,bluff,0.1171875,Flop,"[0, 1, 0, 0]",Turn,14,0,0,40,357,0.0,-0.298
6,0,0,0,0,6,0,0,0,4,0,310,check,0.75,0,0,raise,0,TS 8H AS QS 5C,0,0,0,0,13,7,0,3620,0,0.1542189121246338,True,0,20180726191938152,0,14,KH 7S,michael2,80,bluff,BB,80,480,0.0,0.0,0.0,-0.12576687116564417,check,bluff,0.12576687116564417,Turn,"[0, 1, 0, 'raise']",River,14,0,0,40,357,0.0,-0.345
6,2,0,1,0,6,0,0,1,5,0,60000,fold,0.75,0,40,,470,,0,0,0,0,11,5,0,3580,95,0.37898898124694824,False,40,20180726191938152,0,11,JS 5C,michael3,95,trash,SB,0,0,0.14662023809524607,0.28990393473830584,0.2513234105756052,0,none,,,,"[1, 0, 0, 0]",Deal,15,0,0,40,357,0.09734513274336283,-0.29600000000000004
5,2,0,1,0,5,0,0,1,4,0,60000,bet,0.75,2228,0,,200,,1,0,0,0,14,8,0,3580,80,0.48743176460266113,False,0,20180726191938152,0,14,8H AC,michael3,80,ml_raise,D,0,0,0.2527243386242306,0.33306513089281276,0.33355514238916617,0,none,,,,"[0, 0, 1, 2228]",Deal,16,0,0,40,357,0.2857142857142857,-0.186
5,1,0,3,0,5,1,0,3,2,0,60000,bet,0.75,815,2228,,4930,,1,0,0,0,14,8,0,1352,354,0.44126415252685547,False,0,20180726191938152,0,14,8H AC,michael3,354,ml_raise,D,0,0,0.2527243386242306,0.33306513089281276,0.33355514238916617,0,bet,,,,"[0, 0, 1, 815]",Deal,16,0,0,40,357,0.06699470098410296,-0.186
5,1,0,1,0,5,0,0,1,4,0,60000,bet,0.75,686,0,,120,,0,0,1,0,13,10,1,998,80,0.5237522125244141,False,0,20180726191938152,0,13,TC KC,michael3,80,ml_raise,2,0,0,0.31479391534377027,0.375540536754737,0.40117859245674836,0,none,,,,"[0, 0, 1, 686]",Deal,17,0,0,40,357,0.4,-0.186
5,1,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,,240,,0,0,0,0,10,4,0,1118,160,0.4283320903778076,False,0,20180726191938152,0,10,4C TS,michael3,160,trash,1,0,0,0.16230648148146157,0.29012170445300384,0.23089058296933923,0,none,,,,"[1, 0, 0, 0]",Deal,18,0,0,80,357,0.4,-0.186
5,3,0,2,0,5,0,0,2,3,0,60000,check,0.75,0,160,,480,,0,0,0,0,9,6,0,958,0,0.4143040180206299,False,160,20180726191938152,0,9,9H 6D,michael3,0,trash,BB,0,0,0.1795342592592253,0.30279593955025685,0.2509208821304657,0,none,,,,"[0, 1, 0, 0]",Deal,19,0,0,80,357,-0.3333333333333333,-0.186
5,0,0,0,0,3,0,0,0,3,0,356,check,0.75,0,0,,0,2S AH 3D,0,0,0,0,9,6,0,958,0,0.25162696838378906,True,0,20180726191938152,0,14,9H 6D,michael3,160,ml_fold,BB,160,480,0.1151685393258427,0.3080296657227712,0.19433639613543596,-0.06436571993338261,none,,0.1795342592592253,,"[0, 1, 0, 0]",Flop,19,0,0,80,357,0.0,-0.248
5,0,0,0,0,3,0,0,0,3,0,349,check,0.75,0,0,,0,2S AH 3D TH,0,0,0,0,9,6,0,958,0,0.2851262092590332,True,0,20180726191938152,0,14,9H 6D,michael3,160,ml_fold,BB,160,480,0.04297994269340974,0.20281190107950017,0.10341788921510078,-0.07218859663243296,none,,0.1151685393258427,,"[0, 1, 0, 0]",Turn,19,0,0,80,357,0.0,-0.298
5,0,0,0,0,3,0,0,0,3,0,320,check,0.75,0,0,,0,2S AH 3D TH TC,0,0,0,0,9,6,0,958,0,0.245330810546875,True,0,20180726191938152,1,10,9H 6D,michael3,160,ml_fold,BB,160,480,0.0046875,0.048184824828466484,0.028252609634581455,-0.03829244269340974,none,,0.04297994269340974,,"[0, 1, 0, 0]",River,19,0,0,80,357,0.0,-0.345
5,3,0,1,0,5,0,0,1,4,0,60000,bet,0.75,638,80,,560,,0,0,1,1,11,11,0,878,80,0.47396111488342285,False,80,20180726191938152,1,11,JD JH,michael3,80,ml_raise,SB,0,0,0.4060960317457097,0.34317341353470043,0.4974411685622692,0,none,,,,"[0, 0, 1, 638]",Deal,20,0,0,80,357,0.0,-0.186
5,0,0,0,0,2,0,0,0,2,0,108,bet,0.75,180,0,,0,7D AH 3H,0,0,1,1,11,11,0,240,0,0.23406004905700684,True,0,20180726191938152,1,11,JD JH,michael3,160,ml_raise,SB,718,1756,0.6666666666666666,0.4714045207910316,0.7835749878228425,0.26057063492095695,none,,0.4060960317457097,,"[0, 0, 1, 180]",Flop,20,0,0,80,357,0.0,-0.248
5,0,0,0,0,2,0,0,0,2,0,125,check,0.75,0,0,,0,7D AH 3H 2D,0,0,1,1,11,11,0,60,0,0.23452186584472656,True,0,20180726191938152,1,11,JD JH,michael3,160,ml_call,SB,898,2116,0.76,0.4270831300812525,0.8872707727642133,0.09333333333333338,none,,0.6666666666666666,,"[0, 1, 0, 0]",Turn,20,0,0,80,357,0.0,-0.298
5,0,0,0,0,2,0,0,0,2,0,102,check,0.75,0,0,,0,7D AH 3H 2D KC,0,0,1,1,11,11,0,60,0,0.2159881591796875,True,0,20180726191938152,1,11,JD JH,michael3,160,ml_call,SB,898,2116,0.6666666666666666,0.4714045207910317,0.8293012263395725,-0.09333333333333338,none,,0.76,,"[0, 1, 0, 0]",River,20,0,0,80,357,0.0,-0.345
5,1,0,0,0,2,0,0,0,2,0,437,check,0.75,0,0,,60,7D AH 3H 2D KC,0,0,1,1,11,11,0,60,60,0.21533918380737305,False,0,20180726191938152,1,11,JD JH,michael3,160,ml_call,SB,898,2116,0.6842105263157895,0.464829519280413,0.8445767104675319,-0.07578947368421052,check,,0.76,,"[0, 1, 0, 0]",River,20,0,0,80,357,0.026833631484794274,-0.345
